,price,retail_price,units_sold,uses_ad_boosts,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,urgency_text,merchant_rating_count,merchant_rating
1335,2.0,9,100,1,5.0,3.0,1.0,1.0,2.0,other,XS,1,Livraison standard,1,41,Quantité limitée !,111,3.8018018018018016
146,2.0,56,100,1,11.0,3.0,1.0,3.0,10.0,blue,S,2,Livraison standard,1,26,None,4435,3.696054114994363
704,2.0,9,100,1,5.0,3.0,1.0,1.0,2.0,other,XS,1,Livraison standard,1,41,None,111,3.8018018018018016
1520,2.0,2,100,1,1.0,2.0,0.0,3.0,3.0,green,3XS,50,Livraison standard,1,42,None,26951,4.035360468999294
770,2.0,9,100,0,11.0,6.0,5.0,7.0,3.0,white,2XS,1,Livraison standard,1,40,None,4856,4.167627677100494
780,4.0,4,50,1,0.0,0.0,0.0,0.0,1.0,blue,XS,20,Livraison standard,1,44,None,254,3.515748031496063
373,4.0,4,50,1,0.0,0.0,0.0,0.0,1.0,blue,XS,20,Livraison standard,1,44,Quantité limitée !,254,3.515748031496063
1266,2.0,2,100,1,17.0,8.0,7.0,1.0,1.0,white,OTHER,50,Livraison standard,1,48,Quantité limitée !,620,4.220967741935484
1066,2.0,2,100,1,1.0,2.0,0.0,3.0,3.0,green,3XS,50,Livraison standard,1,42,Quantité limitée !,26951,4.035360468999294
465,2.0,2,100,1,2.0,2.0,4.0,1.0,3.0,blue,XL,1,Livraison standard,1,25,Quantité limitée !,366,3.9754098360655736
1351,2.0,4,100,1,8.0,7.0,3.0,4.0,8.0,pink,2XS,1,Livraison standard,1,40,None,71,3.422535211267605
67,2.0,9,100,0,11.0,6.0,5.0,7.0,3.0,white,2XS,1,Livraison standard,1,40,None,4856,4.167627677100494
385,2.0,10,100,0,3.0,1.0,3.0,1.0,2.0,white,2XS,1,Livraison standard,1,41,Quantité limitée !,8225,3.99063829787234
655,2.0,10,100,0,3.0,1.0,3.0,1.0,2.0,white,2XS,1,Livraison standard,1,41,None,8225,3.99063829787234
1131,2.0,2,100,1,17.0,8.0,7.0,1.0,1.0,white,OTHER,50,Livraison standard,1,48,None,620,4.220967741935484
1054,2.0,2,100,1,20.0,14.0,10.0,5.0,9.0,white,OTHER,1,Livraison standard,1,45,Quantité limitée !,689,4.030478955007257
986,2.0,2,100,1,1.0,1.0,2.0,0.0,3.0,yellow,S,5,Livraison standard,1,30,Quantité limitée !,12919,4.024460097530769
1134,2.0,2,100,1,2.0,2.0,4.0,1.0,3.0,blue,XL,1,Livraison standard,1,25,None,366,3.9754098360655736
1133,2.0,25,100,1,31.0,11.0,3.0,5.0,8.0,green,XS,4,Livraison standard,1,37,None,167,3.6107784431137726
739,2.0,2,100,1,1.0,1.0,2.0,0.0,3.0,yellow,S,5,Livraison standard,1,30,None,12919,4.024460097530769
512,3.86,6,50,0,3.0,0.0,3.0,0.0,0.0,white,XS,4,Livraison standard,1,20,None,4098,3.8609077598828696
246,3.85,10,50,0,1.0,1.0,0.0,0.0,1.0,purple,2XS,7,Livraison standard,1,25,None,7676,4.039473684210527
235,1.89,2,100,0,16.0,8.0,2.0,4.0,9.0,black,XS,1,Livraison standard,1,33,None,540,4.105555555555555
635,3.76,7,50,0,4.0,1.0,0.0,1.0,2.0,white,2XS,5,Livraison standard,1,90,None,3730,3.880428954423592
1312,1.88,25,100,1,19.0,4.0,1.0,0.0,2.0,white,XS,41,Livraison standard,1,43,None,1373,4.007283321194465
689,3.76,7,50,0,4.0,1.0,0.0,1.0,2.0,white,2XS,5,Livraison standard,1,90,None,3730,3.880428954423592
95,1.86,9,100,1,17.0,9.0,4.0,5.0,7.0,pink,XS,2,Livraison standard,1,40,Quantité limitée !,7248,3.9430187637969096
1147,1.85,11,100,0,49.0,16.0,14.0,9.0,9.0,black,2XS,2,Livraison standard,1,40,Quantité limitée !,91631,3.83793694273772
507,1.85,11,100,0,49.0,16.0,14.0,9.0,9.0,black,2XS,2,Livraison standard,1,40,None,91631,3.83793694273772
1469,1.84,2,100,1,16.0,6.0,8.0,4.0,4.0,other,OTHER,50,Livraison standard,1,57,None,484,3.9917355371900825
1195,18.0,59,10,0,1.0,0.0,3.0,0.0,2.0,pink,S,50,Livraison standard,5,34,None,2038,4.5014720314033365
856,1.76,2,100,0,27.0,5.0,2.0,0.0,1.0,white,OTHER,2,Livraison standard,1,45,None,10622,4.455940500847298
28,1.74,2,100,1,7.0,3.0,1.0,0.0,1.0,pink,XS,50,Livraison standard,1,41,None,18138,3.831513948616165
230,1.72,56,100,1,3.0,1.0,1.0,1.0,0.0,red,3XS,5,Livraison standard,1,27,None,1338,4.097159940209267
1295,1.72,2,100,1,15.0,3.0,5.0,4.0,3.0,green,XS,10,Livraison standard,1,48,Quantité limitée !,32168,3.8845436458592384
94,1.72,2,100,1,15.0,3.0,5.0,4.0,3.0,green,XS,10,Livraison standard,1,48,None,32168,3.8845436458592384
872,1.72,2,100,0,7.0,4.0,0.0,2.0,0.0,green,XS,3,Livraison standard,1,55,None,1250,4.0032
1262,1.72,2,100,1,15.0,3.0,5.0,4.0,3.0,green,XS,10,Livraison standard,1,48,None,32168,3.8845436458592384
1401,1.68,2,100,1,6.0,2.0,1.0,0.0,3.0,white,2XS,1,Livraison standard,1,40,Quantité limitée !,1047,3.9560649474689593
1346,1.68,2,100,1,6.0,2.0,1.0,0.0,3.0,white,2XS,1,Livraison standard,1,40,None,1047,3.9560649474689593
153,1.68,2,100,1,6.0,2.0,1.0,0.0,3.0,white,2XS,1,Livraison standard,1,40,None,1047,3.9560649474689593
1435,1.67,2,100,1,13.0,6.0,4.0,5.0,4.0,orange,2XS,2,Livraison standard,1,43,None,185,3.967567567567568
1322,1.66,2,100,1,8.0,5.0,4.0,0.0,3.0,purple,XS,2,Livraison standard,1,26,None,247,3.94331983805668
46,16.0,14,10,0,0.0,2.0,0.0,0.0,1.0,green,S,2,Livraison standard,4,34,None,31,3.548387096774193
1192,16.0,14,10,1,0.0,0.0,0.0,0.0,0.0,other,S,2,Livraison standard,4,40,None,1442,4.466019417475729
640,16.0,25,10,1,3.0,0.0,1.0,0.0,0.0,white,S,50,Livraison standard,5,55,None,676,4.014792899408284
774,16.0,16,10,0,0.0,0.0,0.0,0.0,0.0,other,OTHER,10,Livraison standard,5,32,None,693,4.303030303030303
162,16.0,14,10,0,0.0,2.0,0.0,0.0,1.0,green,S,2,Livraison standard,4,34,Quantité limitée !,31,3.548387096774193
1173,16.0,14,10,0,0.0,2.0,0.0,0.0,1.0,green,S,2,Livraison standard,4,34,None,31,3.548387096774193
387,15.0,13,10,0,2.0,1.0,0.0,1.0,0.0,white,S,50,Livraison standard,4,42,None,331,4.021148036253776
558,3.0,3,50,0,3.0,0.0,0.0,1.0,0.0,orange,XS,1,Livraison standard,1,27,Quantité limitée !,28,4.035714285714286
938,3.0,3,50,0,3.0,0.0,0.0,1.0,0.0,orange,XS,1,Livraison standard,1,27,None,28,4.035714285714286
597,15.0,15,10,0,0.0,0.0,0.0,0.0,0.0,black,L,50,Livraison standard,4,40,None,4150,4.252289156626507
1120,2.89,7,50,0,1.0,0.0,0.0,0.0,0.0,green,2XS,1,Livraison standard,1,37,None,30,3.733333333333333
1239,2.89,7,50,0,1.0,0.0,0.0,0.0,0.0,green,2XS,1,Livraison standard,1,37,Quantité limitée !,30,3.733333333333333
1251,2.89,7,50,0,1.0,0.0,0.0,0.0,0.0,green,2XS,1,Livraison standard,1,37,None,30,3.733333333333333
1265,2.81,33,50,0,5.0,2.0,5.0,1.0,1.0,purple,XS,1,Livraison standard,1,43,Quantité limitée !,42919,4.105967054218412
1105,2.81,33,50,0,5.0,2.0,5.0,1.0,1.0,purple,XS,1,Livraison standard,1,43,None,42919,4.105967054218412
1488,14.0,14,10,0,0.0,0.0,0.0,0.0,0.0,green,2XS,5,Livraison standard,4,27,None,1134,3.955908289241623
326,14.0,12,10,0,1.0,0.0,0.0,0.0,0.0,pink,OTHER,5,Livraison standard,3,41,None,9217,4.173049799283932
667,14.0,12,10,1,1.0,0.0,1.0,0.0,0.0,black,XS,1,Livraison standard,4,22,Quantité limitée !,514,3.875486381322957
487,12.0,14,10,0,0.0,0.0,0.0,0.0,0.0,black,S,50,Livraison standard,3,22,None,52,3.8846153846153846
115,12.0,67,10,0,2.0,0.0,0.0,0.0,1.0,pink,XS,20,Livraison standard,3,32,None,238,4.008403361344539
337,11.0,10,10,0,0.0,0.0,0.0,1.0,0.0,yellow,S,50,Livraison standard,3,19,None,21307,3.999061341343221
216,11.0,30,10,0,0.0,0.0,0.0,0.0,0.0,other,S,50,Livraison standard,3,78,Quantité limitée !,22621,4.295123999823173
518,11.0,168,10,0,0.0,2.0,0.0,1.0,0.0,white,S,3,Livraison standard,3,33,None,47,3.914893617021277
348,11.0,30,10,0,0.0,0.0,0.0,0.0,0.0,green,XS,10,Livraison standard,2,33,None,1380,4.007246376811594
672,11.0,70,10,0,0.0,0.0,0.0,2.0,0.0,pink,S,1,Livraison standard,2,62,None,528,3.873106060606061
519,11.0,168,10,0,0.0,2.0,0.0,1.0,0.0,white,S,3,Livraison standard,3,33,Quantité limitée !,47,3.914893617021277
1491,11.0,168,10,0,0.0,2.0,0.0,1.0,0.0,white,S,3,Livraison standard,3,33,None,47,3.914893617021277
1289,1.0,10,100,0,22.0,8.0,9.0,3.0,10.0,white,2XS,2,Livraison standard,1,40,None,91631,3.83793694273772
1368,1.0,1,100,1,2.0,1.0,1.0,0.0,2.0,red,L,50,Livraison standard,1,16,None,30,4.166666666666667
56,1.0,10,100,0,22.0,8.0,9.0,3.0,10.0,white,2XS,2,Livraison standard,1,40,Quantité limitée !,91631,3.83793694273772
521,2.0,8,50,0,5.0,1.0,0.0,0.0,2.0,grey,2XS,1,Livraison standard,1,40,Quantité limitée !,7248,3.9430187637969096
904,9.0,10,10,1,0.0,0.0,0.0,0.0,0.0,black,XS,50,Livraison standard,3,43,Quantité limitée !,291,3.690721649484536
1117,9.0,10,10,1,0.0,0.0,0.0,0.0,0.0,black,XS,50,Livraison standard,3,43,None,291,3.690721649484536
415,1.75,6,50,1,0.0,1.0,0.0,1.0,0.0,black,2XS,1,Livraison standard,1,35,Quantité limitée !,2782,4.06901509705248
363,1.75,6,50,1,0.0,1.0,0.0,1.0,0.0,black,2XS,1,Livraison standard,1,35,None,2782,4.06901509705248
882,1.71,2,50,1,2.0,1.0,0.0,0.0,0.0,grey,XS,2,Livraison standard,1,31,Quantité limitée !,3762,3.7974481658692185
1417,8.0,7,10,1,1.0,1.0,0.0,0.0,0.0,blue,OTHER,50,Livraison standard,2,33,None,173992,4.326463285668306
248,8.0,9,10,0,0.0,0.0,0.0,0.0,0.0,orange,2XS,5,Livraison standard,3,38,None,108048,4.0525044424700125
346,8.0,7,10,1,0.0,0.0,0.0,0.0,0.0,grey,M,50,Livraison standard,3,10,None,27175,3.966034958601656
1481,8.0,68,10,0,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,3,43,None,626,3.916932907348243
746,8.0,68,10,0,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,3,43,Quantité limitée !,626,3.916932907348243
74,8.0,33,10,0,0.0,0.0,0.0,0.0,0.0,black,S,50,Livraison standard,2,25,None,1496,4.1697860962566855
375,8.0,17,10,0,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,3,48,Quantité limitée !,8,3.625
801,8.0,55,10,0,1.0,0.0,0.0,0.0,0.0,white,M,50,Livraison standard,3,63,None,6348,4.248582230623819
1355,8.0,68,10,0,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,3,43,None,626,3.916932907348243
732,8.0,7,10,1,0.0,0.0,0.0,0.0,0.0,grey,M,50,Livraison standard,3,10,Quantité limitée !,27175,3.966034958601656
991,7.0,17,10,0,2.0,0.0,0.0,0.0,0.0,grey,OTHER,2,Livraison standard,2,21,None,46,3.608695652173913
1363,7.0,68,10,0,0.0,0.0,0.0,1.0,1.0,white,S,50,Livraison standard,2,43,Quantité limitée !,397,3.8589420654911835
1127,7.0,31,10,0,0.0,0.0,0.0,0.0,0.0,blue,XS,10,Livraison standard,2,43,None,53225,3.949159229685298
1156,7.0,7,10,1,0.0,0.0,0.0,0.0,0.0,white,XS,50,Livraison standard,2,22,None,193,4.062176165803109
917,7.0,7,10,0,4.0,1.0,3.0,1.0,2.0,black,M,1,Livraison standard,2,38,Quantité limitée !,4485,3.810479375696767
41,7.0,68,10,0,0.0,0.0,0.0,1.0,1.0,white,S,50,Livraison standard,2,43,None,397,3.8589420654911835
293,7.0,22,10,0,1.0,1.0,1.0,1.0,0.0,pink,XS,3,Livraison standard,2,37,None,1531,3.7602873938602217
976,7.0,66,10,1,0.0,0.0,0.0,0.0,0.0,blue,XS,50,Livraison standard,2,41,None,3694,4.0422306442880345
789,7.0,17,10,0,2.0,0.0,0.0,0.0,0.0,grey,OTHER,2,Livraison standard,2,21,None,46,3.608695652173913
862,6.0,33,10,0,1.0,0.0,0.0,0.0,2.0,blue,S,50,Livraison standard,2,41,None,32394,3.9246774093968018
1387,6.0,33,10,0,1.0,0.0,0.0,0.0,2.0,blue,S,50,Livraison standard,2,41,None,32394,3.9246774093968018
1210,6.0,6,10,0,3.0,1.0,0.0,0.0,0.0,green,XS,5,Livraison standard,2,25,None,5123,3.9586179972672255
1292,6.0,17,10,0,0.0,0.0,0.0,0.0,0.0,white,XS,10,Livraison standard,2,43,None,65189,4.049640276733805
781,5.75,5,10,1,0.0,0.0,0.0,0.0,0.0,white,XS,5,Livraison standard,2,139,None,3,2.333333333333333
116,5.68,5,10,0,1.0,1.0,0.0,0.0,0.0,purple,OTHER,50,Livraison standard,2,109,None,160,4.5125
634,5.65,33,10,0,0.0,0.0,0.0,0.0,0.0,yellow,4XL,50,Livraison standard,2,43,Quantité limitée !,28798,4.0370164594763525
447,5.0,51,10,0,0.0,0.0,0.0,0.0,0.0,black,XS,1,Livraison standard,1,36,None,295,3.9898305084745758
618,5.0,5,10,0,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,2,8,None,129,3.8372093023255816
1443,1.0,8,50,0,2.0,1.0,0.0,0.0,1.0,white,2XS,1,Livraison standard,1,39,None,47,4.170212765957447
189,5.0,5,10,0,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,2,8,Quantité limitée !,129,3.8372093023255816
112,5.0,51,10,0,0.0,0.0,0.0,0.0,0.0,black,XS,1,Livraison standard,1,36,None,295,3.9898305084745758
670,4.8100000000000005,30,10,0,0.0,0.0,0.0,0.0,0.0,green,XS,5,Livraison standard,1,43,None,11378,3.990507997890666
1532,4.0,4,10,1,0.0,0.0,0.0,0.0,0.0,black,2XS,50,Livraison standard,1,58,Quantité limitée !,6357,4.254207959729432
5,3.92,9,10,0,1.0,0.0,0.0,0.0,0.0,blue,XS,1,Livraison standard,1,40,None,65,3.507692307692308
1095,3.71,5,10,0,1.0,0.0,0.0,0.0,0.0,black,XS,15,Livraison standard,1,135,None,60,4.2
570,3.7,9,10,0,0.0,0.0,2.0,1.0,1.0,black,2XL,2,Livraison standard,1,35,Quantité limitée !,72,3.7777777777777777
126,2.72,9,10,0,0.0,0.0,0.0,0.0,0.0,orange,XS,1,Livraison standard,1,33,None,378,3.5978835978835977
1270,2.67,67,10,0,0.0,0.0,0.0,0.0,0.0,purple,OTHER,5,Livraison standard,1,27,None,13,3.692307692307693
865,2.67,67,10,0,0.0,0.0,0.0,0.0,0.0,purple,OTHER,5,Livraison standard,1,27,Quantité limitée !,13,3.692307692307693
1345,2.0,2,10,0,4.0,1.0,0.0,0.0,0.0,white,2XS,2,Livraison standard,1,35,Quantité limitée !,42,3.6666666666666665
1320,2.0,2,10,0,4.0,1.0,0.0,0.0,0.0,white,2XS,2,Livraison standard,1,35,None,42,3.6666666666666665
